ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest secondary,secondary_school_ranking
ID807243071,579 Warrigal Rd,BENTLEIGH EAST,700000.0,h,22/05/2016,3,0.0,0.0,456.0,59.0,-37.9314,145.0808,19916,2955.321579832843,31.607142857142858,False,431.3333333333333,971.0,220.66666666666666,East Bentleigh Primary School,1056.954457346519,not ranked,St James' College,993.5931598273843,not ranked
ID501537976,60A Kennedy St,BENTLEIGH EAST,935000.0,t,3/06/2017,3,2.0,2.0,244.0,19.0,-37.9203,145.08074,19916,2161.9707652436105,31.607142857142858,False,1253.6666666666667,7401.333333333333,484.6666666666667,Coatesville Primary School,624.7400853471906,271,South Oakleigh Secondary College,824.0699806246658,not ranked
ID542018677,15 Anthony Dr,MOUNT WAVERLEY,1028800.0,h,26/08/2017,3,2.0,1.0,470.0,59.0,-37.88751,145.13545,19916,3910.708122868525,31.607142857142858,False,52.333333333333336,131.33333333333334,10.333333333333334,Pinewood Primary School,671.2406773695498,51,Huntingtower School,1201.0327257882243,3
ID758064132,41 Colin Rd,OAKLEIGH SOUTH,955500.0,h,19/08/2017,2,1.0,3.0,697.0,66.0,-37.91698,145.11225,19916,1092.8372376112295,31.607142857142858,False,1412.0,6364.0,699.3333333333334,Huntingdale Primary School,971.3303932443712,454,John Monash Science School,1475.7211063638008,59
ID669105371,82 Patrick St,OAKLEIGH EAST,1900000.0,h,1/07/2017,6,4.0,3.0,1063.0,4.0,-37.909,145.12059,19916,1616.375337930876,31.607142857142858,False,959.0,4476.666666666667,324.0,Clayton North Primary School,375.0225057670709,not ranked,John Monash Science School,918.335272097059,59
ID982161367,16 Leigh St,BENTLEIGH EAST,899000.0,h,10/09/2016,3,1.0,1.0,583.0,59.0,-37.9312,145.0795,19916,3013.101229744878,31.607142857142858,False,3703.6666666666665,18944.0,2039.3333333333333,East Bentleigh Primary School,958.1589311038315,not ranked,St James' College,887.2455202016823,not ranked
ID419158285,4 William St,MOUNT WAVERLEY,1750000.0,h,22/07/2017,4,2.0,2.0,766.0,49.0,-37.88043,145.13062,19916,4213.55389178154,31.607142857142858,False,1412.0,6364.0,699.3333333333334,Mount Waverley Primary School,579.4121167015738,111,Huntingtower School,645.4843933617595,3
ID934976614,41 Bossington St,OAKLEIGH SOUTH,800000.0,t,24/09/2016,3,1.0,2.0,252.0,69.0,-37.9167,145.0879,19916,1419.0767554438594,31.607142857142858,False,278.0,489.0,65.0,Oakleigh South Primary School,947.9488122056745,8,South Oakleigh Secondary College,646.8241398337657,not ranked
ID782167835,30 Veronica St,BENTLEIGH EAST,825000.0,h,3/09/2016,2,2.0,1.0,176.0,11.0,-37.9237,145.0763,19916,2689.291254318774,31.607142857142858,False,1002.6666666666666,4068.0,328.3333333333333,Coatesville Primary School,465.8798394307219,271,St James' College,531.9733865490908,not ranked
ID786166967,2/25 Cloverdale Rd,GLEN IRIS,1162000.0,u,10/09/2016,3,2.0,2.0,281.0,79.0,-37.8579,145.0736,19848,817.4298975881026,30.857142857142858,False,610.0,1743.6666666666667,228.0,Glen Iris Primary School,735.767943006142,120,Korowa Anglican Girls' School,1712.9079280893634,13
ID601876898,4 Vears Rd,ASHBURTON,1830000.0,h,25/02/2017,3,2.0,3.0,724.0,79.0,-37.8619,145.0879,19848,576.2374758805337,30.857142857142858,False,1245.0,3886.0,447.6666666666667,Ashburton Primary School,377.4374118144678,106,Ashwood High School,1387.0274617433001,241
ID638538842,11 Webb St,BURWOOD,1322500.0,h,26/08/2017,2,1.0,1.0,731.0,69.0,-37.85621,145.10641,19848,2294.341257737603,30.857142857142858,False,1666.0,9333.666666666666,523.0,Parkhill Primary School,743.589664055424,not ranked,Presbyterian Ladies' College,853.2751660246284,6
ID625793475,18 Curzon St,BRIGHTON EAST,1720000.0,h,22/05/2016,4,2.0,2.0,676.0,22.0,-37.9198,145.0137,19951,1613.9545899267516,26.5,False,958.6666666666666,5673.0,628.0,St Finbar's School,512.2945347565621,336,Brighton Secondary College,477.5151155497568,213
ID427641896,1/112 Roslyn St,BRIGHTON,1300000.0,u,4/03/2017,2,2.0,2.0,329.0,79.0,-37.9172,145.004,19951,714.3083358913066,26.5,False,142.0,344.6666666666667,39.333333333333336,Brighton Primary School,611.8178987591219,342,Brighton Grammar School,1142.941457922489,46
ID257413162,2/72 Dendy St,BRIGHTON,1427000.0,t,18/03/2017,3,2.0,1.0,313.0,69.0,-37.9206,145.0,19951,689.7790337353845,26.5,False,2494.6666666666665,11307.0,1410.0,Brighton Beach Primary School,380.70033646750335,170,St Leonard's College,1113.1911853052864,43
ID784135100,50 Well St,BRIGHTON,1975000.0,h,3/12/2016,3,1.0,2.0,432.0,89.0,-37.9172,144.996,19951,231.4312233213104,26.5,False,1144.3333333333333,6845.666666666667,375.6666666666667,St Joan of Arc School,362.4282905670033,95,Brighton Grammar School,712.1530179458158,46
ID616274291,1 Curzon St,BRIGHTON EAST,1975000.0,h,13/05/2017,3,1.0,2.0,688.0,69.0,-37.9212,145.013,19951,1614.5835637608145,26.5,False,3767.6666666666665,18925.0,2042.3333333333333,St Finbar's School,673.1559628137379,336,Brighton Secondary College,549.7569925933914,213
ID414253881,33A Scott Gr,GLEN IRIS,1710000.0,h,18/03/2017,3,1.0,3.0,557.0,19.0,-37.8556,145.0499,19944,2164.7048674157286,20.894736842105264,False,2532.3333333333335,5455.0,713.0,St Roch's School,289.02658174420196,131,Sacre Coeur,700.5202330002958,16
ID124629789,184 Finch St,GLEN IRIS,3310000.0,h,20/05/2017,3,3.0,2.0,662.0,31.0,-37.8605,145.0455,19944,1561.5956562930342,20.894736842105264,False,591.6666666666666,1189.6666666666667,177.33333333333334,Sacre Coeur,551.5645886764397,176,Sacre Coeur,551.5645886764397,16
ID597770643,1/6 Blackburn St,SURREY HILLS,1250000.0,h,20/05/2017,2,2.0,1.0,323.0,39.0,-37.823,145.0993,19895,135.88962858722286,25.27777777777778,False,591.6666666666666,1189.6666666666667,177.33333333333334,Our Holy Redeemer School,306.31974666246936,219,Strathcona Baptist Girls' Grammar,1801.1720423521924,not ranked
ID392646481,2/23 Broughton Rd,SURREY HILLS,610000.0,u,15/10/2016,2,1.0,1.0,102.0,49.0,-37.8288,145.1048,19895,740.8306422333569,25.27777777777778,False,1202.0,5034.333333333333,333.0,Surrey Hills Primary School,499.5826993620209,141,Kingswood College,1293.8678491169537,106
ID813649831,15 Wattlebird Ct,BURWOOD,1750000.0,h,9/09/2017,4,2.0,4.0,514.0,19.0,-37.84248,145.10181,19895,2058.033761489884,25.27777777777778,False,959.0,4476.666666666667,324.0,Wattle Park Primary School,390.68854755842773,89,Presbyterian Ladies' College,816.2198716251447,6
ID929105897,25 James St,SURREY HILLS,2505000.0,h,27/05/2017,5,2.0,0.0,739.0,92.0,-37.81708,145.09566,19895,833.1022277432552,25.27777777777778,False,2532.3333333333335,5455.0,713.0,Chatham Primary School,362.30092812823483,310,Fintona Girls' School,1365.3177545602625,not ranked
ID399669796,7 Newton St,SURREY HILLS,2100000.0,h,16/07/2016,5,2.0,2.0,1025.0,104.0,-37.8286,145.1094,19895,1057.5499707658591,25.27777777777778,False,610.0,1743.6666666666667,228.0,Our Lady of Perpetual Succour School,238.51156860131636,178,Kingswood College,935.128920925403,106
ID968603289,22 Watersedge Cl,KNOXFIELD,1040000.0,h,15/07/2017,4,2.0,2.0,633.0,44.0,-37.88214,145.25058,19869,3827.906879651907,48.333333333333336,False,1412.0,6364.0,699.3333333333334,Knox Park Primary School,180.59743355098482,462,St Andrews Christian College,1058.8081272174413,135
ID324950523,5 Democrat Dr,THE BASIN,700000.0,h,23/09/2017,3,2.0,3.0,795.0,39.0,-37.85229,145.30281000000005,19869,1856.8314357127513,48.333333333333336,False,1471.0,7759.666666666667,779.6666666666666,The Basin Primary School,582.5379516167461,not ranked,Boronia K-12 College,1072.8186788251778,473
ID542671605,42 Argyle Wy,WANTIRNA SOUTH,1045000.0,h,15/07/2017,4,3.0,2.0,728.0,29.0,-37.88009,145.22736,19869,5467.110725111649,48.333333333333336,False,298.0,735.0,154.0,Knox Gardens Primary School,312.494950361683,37,Waverley Christian College,1059.7188153702364,76
ID863283705,8 Tourello St,MITCHAM,960000.0,h,24/06/2017,3,1.0,0.0,781.0,34.0,-37.8105,145.20106,19900,1156.4503595430099,34.77777777777778,False,1593.3333333333333,6648.333333333333,530.0,Mitcham Primary School,752.6702087083737,180,Mullauna Secondary College,1030.6765574984252,not ranked
ID678617251,15A Riversdale Av,CARRUM,825000.0,h,22/07/2017,3,2.0,1.0,355.0,29.0,-38.07196,145.13036,19858,768.7190041176547,60.875,False,92.33333333333333,260.0,36.666666666666664,Bonbeach Primary School,735.5924671663913,368,Patterson River Secondary College,1341.1602496444111,not ranked
ID654833869,66 Noone St,CLIFTON HILL,780000.0,h,4/06/2016,2,1.0,1.0,155.0,139.0,-37.7934,144.9922,19974,598.9803773740595,15.076923076923077,False,1202.0,5034.333333333333,333.0,Clifton Hill Primary School,286.95886862277627,144,Fitzroy High School,1032.313535971823,248
ID568341941,7/37 Groom St,CLIFTON HILL,885500.0,u,18/06/2016,2,2.0,2.0,0.0,14.0,-37.7937,144.9983,19974,615.9664364990497,15.076923076923077,False,1566.6666666666667,8895.333333333334,491.0,Clifton Hill Primary School,811.4649418735489,144,Collingwood College,1240.7103619017446,359
ID651926472,2B Creek Pde,NORTHCOTE,2270000.0,h,10/12/2016,4,2.0,2.0,440.0,27.0,-37.7852,144.9975,19974,426.28316344960433,15.076923076923077,False,334.6666666666667,1407.6666666666667,88.33333333333333,Spensley Street Primary School,588.5726586150615,not ranked,Fitzroy High School,882.4535828056149,248
ID262551626,15 Caroline St,CLIFTON HILL,1460000.0,h,27/05/2017,3,1.0,0.0,192.0,119.0,-37.78992,144.99845,19974,301.58973074262553,15.076923076923077,False,1288.3333333333333,4242.333333333333,480.0,Spensley Street Primary School,590.921299337023,not ranked,Fitzroy High School,1114.8658137536042,248
ID555193396,6/7 Houston St,EPPING,392250.0,u,8/07/2017,3,1.0,1.0,227.0,7.0,-37.64836,145.03139,20005,462.01707069296333,45.125,False,98.66666666666667,190.66666666666666,19.0,St Peter's School,416.72755354046245,345,Epping Secondary College,517.3521001745902,309
ID490228438,14 Garth Pl,EPPING,441000.0,h,12/08/2017,3,2.0,1.0,210.0,39.0,-37.63463,145.03863,20005,2114.16011606471,45.125,False,1412.0,6364.0,699.3333333333334,Al Siraat College,1158.335231457407,not ranked,Epping Secondary College,1139.5599573340178,309
ID957255280,38A Carroll Cr,MILL PARK,470000.0,h,19/08/2017,3,1.0,1.0,290.0,7.0,-37.6669,145.04234,20005,1941.4661893847267,45.125,False,591.6666666666666,1189.6666666666667,177.33333333333334,Findon Primary School,745.0366063690062,not ranked,Lalor North Secondary College,995.1145981777131,not ranked
ID760832892,17 Brigantia St,EPPING,550000.0,h,12/08/2017,4,2.0,2.0,400.0,8.0,-37.62114,144.99715,20005,4532.844209018516,45.125,False,2897.3333333333335,11243.0,942.0,Harvest Home Primary School,462.48851294839375,not ranked,Edgars Creek Secondary College,1472.7737226905845,not ranked
ID221525652,23 Longwood Dr,EPPING,680000.0,h,17/06/2017,4,2.0,2.0,656.0,39.0,-37.63878,145.05577,45795,1523.2435656619791,49.125,True,517.3333333333334,2973.0,288.6666666666667,Meadowglen Primary School,501.1918225061931,not ranked,The Lakes South Morang P-9 School,1806.450183084729,not ranked
ID436626358,10 Efficient St,EPPING,568000.0,h,17/06/2017,3,2.0,2.0,420.0,7.0,-37.62145,145.01051,20005,3853.4065470905944,45.125,False,959.0,4476.666666666667,324.0,St Mary of the Cross MacKillop Catholic Parish Primary School,539.0220379215076,not ranked,Edgars Creek Secondary College,1414.8915330066523,not ranked
ID581508636,62 Campbell St,KEW,4005000.0,h,28/05/2016,4,3.0,3.0,800.0,10.0,-37.8022,145.0565,19903,2435.9048381398284,18.0,False,995.0,3291.3333333333335,312.6666666666667,Genazzano FCJ College,756.5833500030187,40,Genazzano FCJ College,756.5833500030187,not ranked
ID969715909,3/37 Atkins St,KEW,672000.0,t,17/09/2016,2,1.0,1.0,0.0,39.0,-37.8094,145.0446,19903,1451.0610669971875,18.0,False,659.0,5219.333333333333,338.3333333333333,Ruyton Girls' School,513.2269926767257,54,Ruyton Girls' School,513.2269926767257,5
ID659193006,83 Normanby Rd,KEW,2513000.0,h,17/09/2016,4,1.0,2.0,832.0,79.0,-37.8036,145.0545,19903,2226.741147691016,18.0,False,1144.3333333333333,6845.666666666667,375.6666666666667,Genazzano FCJ College,608.6580554385721,40,Genazzano FCJ College,608.6580554385721,not ranked
ID490041172,15 Rathmines Rd,HAWTHORN EAST,2151000.0,h,3/12/2016,3,1.0,2.0,780.0,19.0,-37.8198,145.0465,19903,294.9378400891148,18.0,False,136.33333333333334,302.6666666666667,42.0,Auburn Primary School,354.34646595541756,344,Carey Baptist Grammar School,570.2507677026799,68
ID923548089,1/10 Fremont Pde,SUNSHINE WEST,515000.0,h,8/04/2017,4,2.0,2.0,332.0,13.0,-37.7962,144.8064,20020,1508.3354318037716,21.333333333333332,False,2532.3333333333335,5455.0,713.0,Glengala Primary School,742.4119091417593,not ranked,Marian College,943.0458789457375,not ranked
ID988696241,7/13 Stephen St,YARRAVILLE,501344.0,u,13/08/2016,2,1.0,1.0,0.0,69.0,-37.8106,144.8957,19997,177.55294400167733,10.307692307692308,False,2403.6666666666665,5212.333333333333,586.6666666666666,Footscray City Primary School,615.5702009506253,97,Gilmore College For Girls,1282.3693075568415,387
ID917890254,5 Tennyson St,SANDRINGHAM,2221000.0,t,3/06/2017,4,2.0,2.0,381.0,19.0,-37.95372,145.00608,19948,400.19814697983304,33.5,False,817.6666666666666,1779.6666666666667,181.0,Sacred Heart School,330.8758922228262,203,Sandringham College,1524.8408188483481,304
ID831198398,56 Victoria St,SANDRINGHAM,2250000.0,h,24/06/2017,5,3.0,2.0,640.0,39.0,-37.95698,145.0166,19948,1290.1697034388317,33.5,False,1245.0,3886.0,447.6666666666667,Sandringham East Primary School,494.5800187100158,295,Sandringham College,565.5216480783893,304
ID710632570,53 Bridge St,HAMPTON,3325000.0,h,25/02/2017,4,3.0,2.0,627.0,22.0,-37.9449,145.0068,19948,635.6121010363509,33.5,False,298.0,735.0,154.0,Sandringham Primary School,375.251437461718,353,St Leonard's College,1812.2273259364924,43
ID547897763,5/1 Dargi Grn,CAROLINE SPRINGS,360000.0,t,8/07/2017,3,1.0,1.0,0.0,10.0,-37.70624,144.74042,22244,3027.3109069275743,30.5,False,1471.0,7759.666666666667,779.6666666666666,Springside P-9 College,570.8266299655221,not ranked,Springside P-9 College,570.8266299655221,not ranked
ID652720906,10 Alexander Cl,DELAHEY,560000.0,h,15/07/2017,3,2.0,2.0,543.0,24.0,-37.7143,144.77096,22244,1493.3682275672857,30.5,False,2047.6666666666667,9171.0,742.3333333333334,Mackellar Primary School,664.2109721956839,not ranked,Copperfield College,589.0494754371273,302
ID711571559,7/72 Victoria St,BRUNSWICK EAST,390000.0,u,18/03/2017,2,1.0,1.0,0.0,49.0,-37.7689,144.97799999999995,20016,1524.0877123265093,21.11111111111111,False,288.0,712.0,75.66666666666667,Brunswick East Primary School,440.6771980624159,not ranked,Northcote High School,1184.6029887722739,178
ID514443042,155 Westbourne Gr,NORTHCOTE,1510000.0,h,30/07/2016,3,1.0,3.0,327.0,119.0,-37.7741,144.9971,20016,497.9257126554013,21.11111111111111,False,824.6666666666666,1890.3333333333333,159.33333333333334,St Joseph's School,66.90007512720015,113,Santa Maria College,630.7114589890708,137
ID571323932,22 The Grand,MARIBYRNONG,1510500.0,h,27/05/2017,4,2.0,4.0,251.0,79.0,-37.7839,144.89431000000005,22240,2064.150112268787,10.151515151515152,False,885.0,1901.0,227.66666666666666,Footscray North Primary School,1053.2087171516912,235,Maribyrnong Secondary College,723.1853806320374,not ranked
ID683392377,54 Benkel Av,CHELTENHAM,920000.0,h,16/09/2017,4,2.0,2.0,530.0,49.0,-37.96531,145.08502,19865,2536.0549899693983,44.84615384615385,False,1097.6666666666667,5916.0,553.3333333333334,Kingston Heath Primary School,593.3958183993492,304,Cheltenham Secondary College,1926.1858211672231,285
ID521766087,401/228 The Avenue,PARKVILLE,1770000.0,u,3/06/2017,3,2.0,1.0,2431.0,20.0,-37.78212,144.95755,19970,473.17220917619704,21.0,False,142.0,344.6666666666667,39.333333333333336,Princes Hill Primary School,947.8450204657186,not ranked,Princes Hill Secondary College,675.2915585584832,not ranked
ID400295111,152 Park Dr,PARKVILLE,2200000.0,h,15/10/2016,2,2.0,1.0,190.0,144.0,-37.7928,144.9575,19970,1370.6207669519185,21.0,False,81.66666666666667,222.33333333333334,15.666666666666666,North Melbourne Primary School,894.7775294519669,182,University High School,501.49024363480856,67
ID898685686,36A Warrigal Rd,PARKDALE,1400000.0,h,24/06/2017,3,2.0,2.0,259.0,12.0,-37.9905,145.06999,19864,625.6654273197134,47.333333333333336,False,959.0,4476.666666666667,324.0,Mentone Grammar School,353.2480399307393,263,St Bede's College,172.3090504199672,171
ID998282554,63 The Corso,PARKDALE,2475000.0,h,26/08/2017,4,3.0,3.0,665.0,3.0,-37.99508,145.07544,19864,235.95958389858563,47.333333333333336,False,2532.3333333333335,5455.0,713.0,Parkdale Primary School,718.4671454354714,128,St Bede's College,769.5238228160449,171
ID941085107,18 Albert Pl,DINGLEY VILLAGE,802000.0,t,15/07/2017,3,2.0,2.0,251.0,21.0,-37.98146,145.11715,19864,3807.9680360475563,47.333333333333336,False,394.3333333333333,1153.6666666666667,165.33333333333334,Kingswood Primary School,607.6731931447574,409,Parkdale Secondary College,2296.4398149399017,234
ID843942984,118 Barries Rd,MELTON,283000.0,h,23/09/2017,3,1.0,0.0,362.0,43.0,-37.68755,144.56887,19980,1781.8154018170312,39.75,False,512.0,1119.6666666666667,175.66666666666666,Coburn Primary School,880.4413943414943,not ranked,Melton Secondary College,647.8720702688441,318
ID855376509,30 Bennett St,MELTON SOUTH,375000.0,h,22/07/2017,3,1.0,2.0,584.0,36.0,-37.71211,144.57703999999995,19980,1058.961029165723,39.75,False,705.3333333333334,5479.666666666667,335.0,Melton South Primary School,449.6312180867506,not ranked,Staughton College,845.3661547954481,441
ID404834508,30 Borrowdale Rd,HARKNESS,438000.0,h,3/09/2017,3,2.0,2.0,575.0,3.0,-37.66745,144.55857,19980,4175.050036140897,39.75,False,2494.6666666666665,11307.0,1410.0,Wedge Park Primary School,986.6872222861908,not ranked,Catholic Regional College,1306.1029390959948,236
ID705457088,36 May St,HAMPTON,2000000.0,t,23/09/2017,4,3.0,2.0,360.0,9.0,-37.937,145.01169,19949,903.7675877891394,31.5,False,705.3333333333334,5479.666666666667,335.0,Hampton Primary School,825.566465451591,76,St Leonard's College,999.8858834483074,43
ID189012032,28 The Avenue,HAMPTON,2550000.0,h,27/05/2017,4,2.0,2.0,726.0,94.0,-37.93167,145.00134,19949,702.1497087706651,31.5,False,1672.6666666666667,10063.666666666666,646.3333333333334,St Mary's School,158.65952177520293,159,St Leonard's College,641.9710541794739,43
ID206307474,7 Holmhurst Ct,BRIGHTON EAST,1700000.0,t,29/04/2017,4,3.0,2.0,312.0,69.0,-37.9295,145.0144,19949,1476.1588863784307,31.5,False,885.0,1901.0,227.66666666666666,St Leonard's College,608.8390588938279,33,St Leonard's College,608.8390588938279,43
ID830740447,6 Orlando St,HAMPTON,1475000.0,h,29/04/2017,3,1.0,2.0,251.0,57.0,-37.9411,145.0011,19949,349.18294892360205,31.5,False,959.0,4476.666666666667,324.0,Hampton Primary School,883.2410782409364,76,St Leonard's College,1499.2205553874785,43
ID644648014,132 Ludstone St,HAMPTON,1800000.0,h,23/09/2017,4,1.0,2.0,800.0,59.0,-37.93492,145.01758,19949,1454.6858776613315,31.5,False,717.3333333333334,1763.0,318.6666666666667,St Leonard's College,1124.7271703026784,33,St Leonard's College,1124.7271703026784,43
ID278151293,80 Dover St,FLEMINGTON,1017500.0,t,19/08/2017,3,2.0,2.0,459.0,16.0,-37.78273,144.92358000000004,20040,698.2121769984291,18.0,False,1593.3333333333333,6648.333333333333,530.0,St Brendan's School,749.5008899943518,not ranked,Kensington Community High School,602.6864850981948,not ranked
ID506018506,10 Rankins Rd,KENSINGTON,850000.0,h,1/07/2017,2,1.0,0.0,133.0,20.0,-37.78906,144.93173000000004,20040,309.4805614454616,18.0,False,1245.0,3886.0,447.6666666666667,Debney Meadows Primary School,455.61395063539123,not ranked,Kensington Community High School,556.2458915386856,not ranked
ID976461010,17/29 Bendall St,KENSINGTON,570000.0,u,11/03/2017,3,1.0,2.0,0.0,29.0,-37.7897,144.9239,20040,518.9732101123641,18.0,False,142.0,344.6666666666667,39.333333333333336,Kensington Primary School,464.869612289019,116,Kensington Community High School,248.0168119758444,not ranked
ID595348023,5/9 Sandown Rd,ASCOT VALE,900000.0,t,13/05/2017,4,3.0,2.0,0.0,8.0,-37.7831,144.9209,20040,852.3959504693518,18.0,False,717.3333333333334,1763.0,318.6666666666667,Ascot Vale West Primary School,901.2025033126988,not ranked,Kensington Community High School,675.1817306188451,not ranked
ID469060840,114 Shields St,FLEMINGTON,957000.0,h,22/05/2016,2,1.0,0.0,165.0,119.0,-37.7847,144.9341,20040,537.1841659207379,18.0,False,1150.6666666666667,7827.0,922.3333333333334,Debney Meadows Primary School,170.1811536357706,not ranked,Mount Alexander 7-12 College,293.4525687948371,not ranked
ID937467146,17/16 Mawbey St,KENSINGTON,392000.0,u,17/06/2017,1,1.0,1.0,0.0,18.0,-37.78993,144.92306000000005,20040,595.8175329010841,18.0,False,101.33333333333333,253.66666666666666,33.0,Kensington Primary School,503.5739506300422,116,Kensington Community High School,315.6587355882773,not ranked
ID818850223,63 Kent St,ASCOT VALE,751000.0,h,7/05/2016,2,1.0,1.0,118.0,129.0,-37.7807,144.9288,20040,737.9401527571424,18.0,False,355.0,1070.3333333333333,122.66666666666667,Flemington Primary School,450.73471008896144,341,Mount Alexander 7-12 College,422.4285540375207,not ranked
ID856496595,6/47 Railway Pl W,FLEMINGTON,360000.0,u,10/12/2016,2,1.0,1.0,0.0,129.0,-37.7826,144.9273,20040,546.5944402005302,18.0,False,1363.6666666666667,6287.666666666667,564.3333333333334,St Brendan's School,454.0902957825111,not ranked,Mount Alexander 7-12 College,524.5088309660669,not ranked
ID810045640,75 Farnham St,FLEMINGTON,1205000.0,h,22/04/2017,3,1.0,0.0,251.0,59.0,-37.7823,144.9317,20040,608.7298899436803,18.0,False,2532.3333333333335,5455.0,713.0,Flemington Primary School,266.48220830038775,341,Mount Alexander 7-12 College,136.02207329618267,not ranked
ID828971513,191 Scotchmer St,FITZROY NORTH,1300000.0,h,26/07/2016,3,1.0,1.0,203.0,129.0,-37.7834,144.9862,20019,546.4636018126262,18.11111111111111,False,925.6666666666666,4701.333333333333,308.6666666666667,Fitzroy North Primary School,255.10549352662076,103,Fitzroy High School,202.22063389111693,248
ID897340281,44 Reid St,FITZROY NORTH,1700000.0,t,18/03/2017,4,3.0,2.0,127.0,11.0,-37.7855,144.9789,20019,1215.17320286268,18.11111111111111,False,941.3333333333334,5813.0,575.6666666666666,Fitzroy Community School,416.6313127470278,4,Fitzroy High School,757.3203948314101,248
ID932275734,521 Canning St,CARLTON NORTH,1520000.0,h,3/09/2017,2,1.0,1.0,193.0,119.0,-37.78406,144.97494,20019,1539.567360601422,18.11111111111111,False,1471.0,7759.666666666667,779.6666666666666,Brunswick South Primary School,632.6179183443669,448,Princes Hill Secondary College,874.2320434798862,not ranked
ID706416270,23 Wisteria Dr,BUNDOORA,1253000.0,h,12/08/2017,4,2.0,2.0,760.0,19.0,-37.67935,145.05728,45795,3468.931241043494,49.125,False,885.0,1901.0,227.66666666666666,Mill Park Primary School,923.69688785812,not ranked,Parade College,1477.413612258973,173
ID606238313,5/78 Moonya Rd,CARNEGIE,675000.0,t,4/06/2016,3,2.0,1.0,0.0,29.0,-37.8972,145.0642,19919,827.8045193665225,25.620689655172413,False,703.6666666666666,1502.0,135.66666666666666,St Patrick's School,517.7964187035441,346,Oakleigh Grammar,1641.863643212553,270
ID128581463,52 Emily St,CARNEGIE,1200000.0,h,14/05/2016,3,2.0,1.0,588.0,26.0,-37.8937,145.0648,19919,450.6740902598969,25.620689655172413,False,305.0,509.0,114.0,St Patrick's School,899.8131453495025,346,Oakleigh Grammar,1601.8268088595908,270
ID999648059,12 Omama Rd,MURRUMBEENA,1641000.0,h,28/08/2016,4,1.0,1.0,560.0,49.0,-37.8897,145.0709,19919,314.61340034690994,25.620689655172413,False,271.6666666666667,771.6666666666666,74.0,Murrumbeena Primary School,395.3098760329618,80,Oakleigh Grammar,1254.4796307349654,270
ID698976240,4/6 Crown Av,MORDIALLOC,600000.0,u,29/07/2017,2,1.0,1.0,0.0,52.0,-38.00765,145.0935,19863,525.8762696675516,50.333333333333336,False,591.6666666666666,1189.6666666666667,177.33333333333334,St Brigid's School,157.15166070245607,not ranked,Mordialloc College,516.3742879197615,164
ID422524179,5 Reys Cl,MORDIALLOC,1285000.0,h,16/09/2017,4,2.0,4.0,656.0,39.0,-38.00394,145.1025,19863,1334.5471996681274,50.333333333333336,False,1253.6666666666667,7401.333333333333,484.6666666666667,St Brigid's School,1045.34287585122,not ranked,Mordialloc College,1263.673800142973,164
ID148867706,9A Montgomery St,MORDIALLOC,1627000.0,t,8/07/2017,3,2.0,2.0,304.0,12.0,-38.00644000000001,145.08478,19863,253.05295953923795,50.333333333333336,False,987.3333333333334,2150.3333333333335,212.0,Mordialloc Beach Primary School,366.0703377443418,308,Mordialloc College,946.9813142958756,164
ID917151658,1/1326 Main Rd,ELTHAM,751000.0,t,22/07/2017,3,2.0,2.0,247.0,10.0,-37.70318,145.16467,19987,1879.884233190384,47.77777777777778,False,1672.6666666666667,10063.666666666666,646.3333333333334,Eltham East Primary School,1260.975048485802,48,Catholic Ladies' College Ltd,2078.0417787387078,not ranked
ID677667725,17/1336 Main Rd,ELTHAM,762000.0,h,12/08/2017,4,2.0,2.0,573.0,39.0,-37.70477,145.16552,19987,1839.6639822804539,47.77777777777778,False,941.3333333333334,5813.0,575.6666666666666,Eltham East Primary School,1196.2998502844812,48,Catholic Ladies' College Ltd,2074.7463746949666,not ranked
ID499614269,4 Wannan Ct,CLAYTON SOUTH,800000.0,h,23/09/2017,3,1.0,2.0,602.0,39.0,-37.94146,145.11121,22249,2039.1698012629308,33.5,False,1360.6666666666667,6408.666666666667,691.6666666666666,Clayton South Primary School,471.99906135327325,not ranked,Heatherton Christian College,1823.4222684592958,226
ID902972273,649 Queensberry St,OAKLEIGH SOUTH,940000.0,h,29/04/2017,2,1.0,0.0,89.0,129.0,-37.9394,145.089,22249,3217.1234792125474,33.5,False,394.3333333333333,1153.6666666666667,165.33333333333334,St Andrew's School,1674.449333479788,not ranked,South Oakleigh Secondary College,1902.415811545484,not ranked
ID397528737,24 Florence St,GLEN WAVERLEY,1900000.0,h,17/06/2017,3,1.0,0.0,738.0,27.0,-37.88351,145.15714,22249,5598.514337575585,33.5,False,1097.6666666666667,5916.0,553.3333333333334,St Leonard's School,697.4760032826242,194,Glen Waverley Secondary College,743.8540862649686,not ranked
ID663059258,38 Stanhope St,BROADMEADOWS,632000.0,h,12/08/2017,3,1.0,4.0,697.0,59.0,-37.68557,144.93156000000005,22254,1089.2202379960097,33.0,False,2047.6666666666667,9171.0,742.3333333333334,Meadows Primary School,281.2163424308564,not ranked,Sirius College,371.5994880262508,not ranked
